element_index,prebuilt_scenario,Revit model,Revit category,Revit type,Revit family name,Revit material name,Revit building element,Cumulative material volume (m3),Tally Entry Division,Tally Entry Category,Tally Entry Name,Material Group,Material Name,Life Cycle Stage,Service Life,Acidification Potential Total (kgSO2eq),Eutrophication Potential Total (kgNeq),Global Warming Potential Total (kgCO2eq),Ozone Depletion Potential Total (CFC-11eq),Smog Formation Potential Total (kgO3eq),Primary Energy Demand Total (MJ),Non-renewable Energy Demand Total (MJ),Renewable Energy Demand Total (MJ),Mass Total (kg)
Element_16,global_supply_chain,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A4] Transportation,60,1.334635143,0.108669898,288.0279794,9.86E-12,44.10098733,4188.538748,4088.309231,101.2845642,
Element_17,global_supply_chain,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.345828438,0.028158363,74.6333307,2.55E-12,11.42737444,1085.32719,1059.355885,26.24468773,
Element_18,global_supply_chain,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A4] Transportation,60,0.9342446,0.076068928,201.6195856,6.90E-12,30.87069113,2931.977124,2861.816463,70.89919493,
Element_19,global_supply_chain,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.242079906,0.019710854,52.24333149,1.79E-12,7.999162111,759.729033,741.5491191,18.3712814,
Element_20,global_supply_chain,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,495.8232367,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[A4] Transportation,60,39.18502436,3.190559296,8456.530949,2.90E-10,1294.809501,122975.9263,120033.1774,2973.725169,
Element_21,global_supply_chain,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,210.3742599,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[A4] Transportation,60,16.62592611,1.353731534,3588.045715,1.23E-10,549.3784281,52177.80765,50929.22031,1261.730361,
Element_22,global_supply_chain,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[A4] Transportation,60,4.959747486,0.403837148,1070.364477,3.66E-11,163.8873083,15565.37354,15192.90238,376.391904,
Element_23,global_supply_chain,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,10.55949758,0.859785179,2278.848095,7.80E-11,348.9225288,33139.2928,32346.28705,801.3531761,
Element_24,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Aluminum, sheet",[A4] Transportation,60,0.618075614,0.050325524,133.3870691,4.56E-12,20.42336809,1939.731371,1893.314626,46.90534299,
Element_25,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal Coating,"Powder coating, metal stock",[A4] Transportation,60,0,0,0,0,0,0,0,0,
Element_26,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Insulation,Polyurethane foam (PUR) rigid board,[A4] Transportation,60,0.939427473,0.076490933,202.7381029,6.94E-12,31.04195128,2948.242741,2877.692851,71.29251968,
Element_27,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Steel, sheet",[A4] Transportation,60,0.840441963,0.068431243,181.3760124,6.21E-12,27.77112571,2637.592561,2574.476366,63.78057579,
Element_28,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Fasteners, stainless steel",[A4] Transportation,60,0.522511558,0.042544419,112.7633638,3.86E-12,17.2655993,1639.81888,1600.578883,39.65305101,
Element_29,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Plaster,Fiberglass mat gypsum sheathing board,[A4] Transportation,60,0.999847291,0.081410491,215.7773205,7.39E-12,33.03843221,3137.860668,3062.773321,75.87773906,
Element_30,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Metal,Cold formed structural steel,[A4] Transportation,60,0.972563136,0.079188935,209.8891195,7.19E-12,32.13686885,3052.233716,2979.195378,73.8071629,
Element_31,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Insulation,"Cellulose insulation, boards",[A4] Transportation,60,4.917711174,0.400414428,1061.292609,3.64E-11,162.4982823,15433.4493,15064.13503,373.2017966,
Element_32,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Plaster,"Wall board, gypsum, natural",[A4] Transportation,30,1.036576375,0.08440108,223.7038343,7.66E-12,34.25208891,3253.129019,3175.283361,78.66508458,
Element_33,global_supply_chain,tm_1,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Coating,"Paint, interior acrylic latex",[A4] Transportation,7,0.074372095,0.006055594,16.05026251,5.50E-13,2.457512723,233.4049164,227.8196603,5.644048358,
Element_0,electric_vehicles,tm_1,Curtainwall Mullions,Mullion,Rectangular Mullion: 1 Square,Aluminum,Enclosure,1.302837136,08 - Openings and Glazing,Mullion,"Aluminum mullion, custom finish",Metal,"Aluminum extrusion, mill-finished, Kawneer - EPD",[A4] Transportation,60,0.092990942,0.007571595,20.06840092,6.88E-13,3.07274417,291.8371855,284.853676,7.057020105,
Element_1,electric_vehicles,tm_1,Curtainwall Mullions,Mullion,Rectangular Mullion: 1 Square,Aluminum,Enclosure,1.302837136,08 - Openings and Glazing,Mullion,"Aluminum mullion, custom finish",Metal Coating,"Powder coating, metal stock",[A4] Transportation,60,0,0,0,0,0,0,0,0,
Element_2,electric_vehicles,tm_1,Curtainwall Panels,Panel,System Panel: Glazed,Glass,Enclosure,23.79873641,08 - Openings and Glazing,Glass,"Glazing, double pane IGU",Glazing,"Glazing, double, insulated (air)",[A4] Transportation,40,1.192126492,0.097066426,257.273148,8.80E-12,39.3920058,3741.29816,3651.770873,90.4696784,
Element_3,electric_vehicles,tm_1,Floors,Floor,CLT,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[A4] Transportation,60,1.16098597,0.094530874,250.5527033,8.58E-12,38.36301465,3643.568618,3556.379948,88.10644513,
Element_4,electric_vehicles,tm_1,Floors,Floor,CLT,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.340980664,0.027763643,73.58713133,2.53E-12,11.26718714,1070.113229,1044.505985,25.87679343,
Element_5,electric_vehicles,tm_1,Floors,Floor,CLT,Wood - Stained,Superstructure,0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[A4] Transportation,60,12.70669388,1.034616181,2742.23512,9.40E-11,419.8733628,39877.92465,38923.66703,964.3024603,
Element_6,electric_vehicles,tm_1,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Roofing membrane,"PVC membrane, sheet",[A4] Transportation,20,0.185380709,0.01509424,40.00706203,1.37E-12,6.125623418,581.7876788,567.8658073,14.06841742,
Element_7,electric_vehicles,tm_1,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Adhesive / Sealant,"Adhesive, polychloroprene (neoprene)",[A4] Transportation,20,0.006506829,0.000529805,1.404240436,4.80E-14,0.215008243,20.4206393,19.9319842,0.493798835,
Element_8,electric_vehicles,tm_1,Floors,Floor,CLT Roof,Insulation - Roof,Superstructure,0,07 - Thermal and Moisture Protection,Insulation,"Polyisocyanurate (PIR), board",Insulation,"PIR rigid foam insulation, roof, R=15, PIMA - EPD",[A4] Transportation,60,0.096393802,0.007848665,20.80277313,7.13E-13,3.185186508,302.5165178,295.2774575,7.31526088,
Element_9,electric_vehicles,tm_1,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[A4] Transportation,60,0.290246493,0.023632718,62.63817585,2.15E-12,9.590753663,910.8921543,889.0949868,22.02661129,
Element_10,electric_vehicles,tm_1,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.085245166,0.006940911,18.39678283,6.30E-13,2.816796785,267.5283073,261.1264963,6.46919836,
Element_11,electric_vehicles,tm_1,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[A4] Transportation,60,3.17667347,0.258654045,685.5587803,2.35E-11,104.9683407,9969.481165,9730.916753,241.0756151,
Element_12,electric_vehicles,tm_1,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A4] Transportation,60,0.536237334,0.043662012,115.7255275,3.98E-12,17.71914669,1682.895033,1642.624245,40.69469098,
Element_13,electric_vehicles,tm_1,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.188623167,0.01535825,40.70681775,1.40E-12,6.232765503,591.9636135,577.7982375,14.31448537,
Element_14,electric_vehicles,tm_1,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Insulation,"Expanded polystyrene (EPS), board",[A4] Transportation,60,0.013177645,0.001072963,2.843871278,9.75E-14,0.435435236,41.35593033,40.36630478,1.000042648,
Element_15,electric_vehicles,tm_1,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,77.95539377,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[A4] Transportation,60,1.232166538,0.100326604,265.9142013,9.10E-12,40.7150682,3866.957435,3774.423188,93.5082906,
Element_16,electric_vehicles,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A4] Transportation,60,0.266927029,0.02173398,57.60559588,1.97E-12,8.820197465,837.7077495,817.6618463,20.25691284,
Element_17,electric_vehicles,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.069165688,0.005631673,14.92666614,5.10E-13,2.285474889,217.065438,211.8711769,5.248937545,
Element_18,electric_vehicles,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A4] Transportation,60,0.18684892,0.015213786,40.32391713,1.38E-12,6.174138225,586.3954248,572.3632925,14.17983899,
Element_19,electric_vehicles,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.048415981,0.003942171,10.4486663,3.58E-13,1.599832422,151.9458066,148.3098238,3.67425628,
Element_20,electric_vehicles,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,495.8232367,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[A4] Transportation,60,7.837004873,0.638111859,1691.30619,5.80E-11,258.9619003,24595.18525,24006.63548,594.7450338,
Element_21,electric_vehicles,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,210.3742599,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[A4] Transportation,60,3.325185223,0.270746307,717.609143,2.46E-11,109.8756856,10435.56153,10185.84406,252.3460723,
Element_22,electric_vehicles,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[A4] Transportation,60,0.991949497,0.08076743,214.0728954,7.33E-12,32.77746165,3113.074708,3038.580475,75.2783808,
Element_23,electric_vehicles,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Metal,"Steel, reinforcing rod",[A4] Transportation,60,2.111899516,0.171957036,455.769619,1.56E-11,69.78450575,6627.85856,6469.25741,160.2706352,
Element_24,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Aluminum, sheet",[A4] Transportation,60,0.123615123,0.010065105,26.67741383,9.13E-13,4.084673618,387.9462743,378.6629253,9.381068598,
Element_25,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal Coating,"Powder coating, metal stock",[A4] Transportation,60,0,0,0,0,0,0,0,0,
Element_26,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Insulation,Polyurethane foam (PUR) rigid board,[A4] Transportation,60,0.187885495,0.015298187,40.54762058,1.39E-12,6.208390255,589.6485483,575.5385703,14.25850394,
Element_27,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Steel, sheet",[A4] Transportation,60,0.168088393,0.013686249,36.27520248,1.24E-12,5.554225143,527.5185123,514.8952733,12.75611516,
Element_28,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Fasteners, stainless steel",[A4] Transportation,60,0.104502312,0.008508884,22.55267276,7.73E-13,3.45311986,327.963776,320.1157765,7.930610203,
Element_29,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Plaster,Fiberglass mat gypsum sheathing board,[A4] Transportation,60,0.199969458,0.016282098,43.1554641,1.48E-12,6.607686443,627.5721335,612.5546643,15.17554781,
Element_30,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Metal,Cold formed structural steel,[A4] Transportation,60,0.194512627,0.015837787,41.9778239,1.44E-12,6.42737377,610.4467433,595.8390755,14.76143258,
Element_31,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Insulation,"Cellulose insulation, boards",[A4] Transportation,60,0.983542235,0.080082886,212.2585218,7.28E-12,32.49965645,3086.68986,3012.827005,74.64035933,
Element_32,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Plaster,"Wall board, gypsum, natural",[A4] Transportation,30,0.207315275,0.016880216,44.74076685,1.53E-12,6.850417783,650.6258038,635.0566723,15.73301692,
Element_33,electric_vehicles,tm_1,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Coating,"Paint, interior acrylic latex",[A4] Transportation,7,0.014874419,0.001211119,3.210052503,1.10E-13,0.491502545,46.68098328,45.56393205,1.128809672,
